UserID,SessionID,Timestamp,EventType,ProductID,Amount,Outcome
1,3,2024-07-17 03:46:13.897763,add_to_cart,prod_3223,36.63559899640465,purchase
1,4,2024-06-10 00:08:42.715781,product_view,prod_1192,101.59811425700028,purchase
1,4,2024-04-26 13:36:29.713266,add_to_cart,prod_8028,389.6233604915428,purchase
1,4,2024-02-17 14:08:04.328681,page_view,prod_9542,427.3414061512343,purchase
1,4,2024-01-27 10:05:11.806262,login,prod_5915,143.38775954510578,purchase
1,4,2024-03-30 23:57:26.855174,login,prod_3548,359.6841878144608,purchase
1,4,2024-01-04 09:25:49.705624,add_to_cart,prod_1392,420.4220392158971,purchase
1,4,2024-07-15 16:15:52.074487,purchase,prod_5032,124.24200980482244,purchase
1,4,2024-04-11 12:12:05.556512,page_view,prod_8998,120.36236236814712,purchase
1,4,2024-01-02 00:15:51.420238,add_to_cart,prod_9103,203.42248717369745,purchase
1,4,2024-03-19 08:57:34.658875,add_to_cart,prod_2436,406.140230694623,purchase
1,5,2024-01-19 16:51:29.413903,purchase,prod_5109,229.44406749652512,purchase
1,5,2024-03-26 15:44:57.294463,login,prod_3790,315.72121405949315,purchase
1,5,2024-01-03 23:51:05.729189,logout,prod_9816,217.8421813257225,purchase
1,5,2024-06-27 07:40:55.374830,purchase,prod_8690,240.82031127483043,purchase
1,5,2024-06-14 21:48:43.125311,page_view,prod_8685,407.572309067531,purchase
1,5,2024-06-02 21:02:38.157739,click,prod_3149,462.4594770379176,purchase
1,5,2024-03-07 03:03:13.896282,product_view,prod_8010,290.446999795877,purchase
1,5,2024-04-10 13:43:05.891055,purchase,prod_5478,288.0795387810758,purchase
1,5,2024-02-17 19:31:30.144156,purchase,prod_9687,282.09552806787485,purchase
1,6,2024-04-03 16:09:16.206551,add_to_cart,prod_2662,30.454456916699424,purchase
1,6,2024-06-02 08:21:36.708797,product_view,prod_7361,204.34636667922555,purchase
1,6,2024-03-23 07:49:14.988877,logout,prod_9140,247.12842145320656,purchase
1,6,2024-03-21 10:26:12.092920,add_to_cart,prod_6847,39.08100149064834,purchase
1,6,2024-03-18 21:56:10.116916,add_to_cart,prod_4500,107.50266718940392,purchase
1,6,2024-04-06 00:24:04.366632,add_to_cart,prod_9382,161.50191557300113,purchase
1,6,2024-06-15 04:30:08.607016,product_view,prod_9809,365.6135529729263,purchase
1,6,2024-04-09 20:07:05.800551,page_view,prod_4092,268.34726298564857,purchase
1,7,2024-01-17 08:27:34.705063,add_to_cart,prod_5291,261.74479092293984,purchase
1,7,2024-07-18 01:56:58.108233,product_view,prod_8372,16.221348251535453,purchase
1,7,2024-01-28 08:26:04.060285,product_view,prod_2292,262.1432486809362,purchase
1,7,2024-04-26 18:16:33.768392,add_to_cart,prod_7594,160.36370075563912,purchase
1,7,2024-04-27 18:46:07.943502,add_to_cart,prod_9583,117.12979817698856,purchase
1,7,2024-05-30 23:54:59.607697,add_to_cart,prod_4777,346.8313457294988,purchase
1,7,2024-03-14 14:34:11.572553,add_to_cart,prod_9575,58.66707174440155,purchase
1,7,2024-04-02 11:31:53.822525,product_view,prod_7874,396.3984395710434,purchase
1,8,2024-03-12 12:49:18.901160,logout,prod_9276,292.7718724782324,purchase
1,8,2024-04-02 21:22:55.148412,product_view,prod_3943,194.14962634864784,purchase
1,8,2024-05-07 01:23:23.102360,page_view,prod_4323,459.1126807169821,purchase
1,8,2024-01-13 19:09:28.166082,product_view,prod_9879,228.3855506482361,purchase
1,8,2024-07-18 14:43:52.480919,page_view,prod_6559,120.5910556320263,purchase
1,8,2024-05-05 14:33:28.070529,login,prod_9788,323.1547423440324,purchase
1,8,2024-01-04 17:09:29.677060,click,prod_1607,337.94091539211684,purchase
1,8,2024-02-26 22:44:58.872047,login,prod_1131,163.0086698829556,purchase
1,8,2024-03-07 17:56:51.547697,logout,prod_7752,272.4489065421392,purchase
1,8,2024-04-06 16:05:37.008622,login,prod_6365,54.07060227677399,purchase
1,9,2024-02-08 19:45:50.281997,page_view,prod_9795,310.3195588168637,purchase
1,9,2024-04-25 22:28:12.923897,product_view,prod_1139,374.6246099086,purchase
1,9,2024-06-09 23:14:38.865203,add_to_cart,prod_7990,46.39866150036693,purchase
1,9,2024-01-06 04:33:39.275154,page_view,prod_8080,184.68529935342968,purchase
1,9,2024-03-16 05:05:39.027675,purchase,prod_7470,382.6710966185258,purchase
1,9,2024-06-27 04:30:04.344369,add_to_cart,prod_3728,158.08618561008643,purchase
1,9,2024-04-02 02:47:41.587589,product_view,prod_3548,160.1649211283565,purchase
1,9,2024-06-07 15:23:28.840982,purchase,prod_1159,296.3435366750172,purchase
1,10,2024-02-27 23:10:22.034384,login,prod_6444,274.9322419371066,purchase
1,10,2024-05-10 20:23:09.898996,login,prod_8896,496.9992808818922,purchase
1,10,2024-04-14 06:04:30.465499,add_to_cart,prod_5105,375.94038805448,purchase
1,10,2024-05-11 19:41:14.098535,logout,prod_2570,343.2405675231445,purchase
1,10,2024-07-22 20:10:14.181302,add_to_cart,prod_1562,144.39147105270982,purchase
2,1,2024-04-12 18:27:01.894791,logout,prod_1741,29.17119475661796,purchase
2,1,2024-02-03 17:18:00.587124,click,prod_9768,172.2425883851518,purchase
2,1,2024-02-09 15:02:50.207177,page_view,prod_6789,411.2508048271096,purchase
2,1,2024-03-09 21:41:01.985686,purchase,prod_4273,349.24613915727804,purchase
2,1,2024-04-15 13:50:07.628509,logout,prod_6548,481.15550899614976,purchase
2,1,2024-03-22 11:13:58.343928,login,prod_5303,282.3510798701011,purchase
2,1,2024-01-04 03:53:06.596449,logout,prod_1588,89.30562161371573,purchase
2,2,2024-03-10 13:57:27.202804,page_view,prod_5314,299.4214138258643,purchase
2,2,2024-05-15 11:03:04.323364,logout,prod_5041,110.61402010343478,purchase
2,2,2024-07-19 08:55:51.249092,add_to_cart,prod_4877,244.5454037994878,purchase
2,2,2024-05-17 02:05:44.283052,login,prod_1260,16.857072250630917,purchase
2,2,2024-02-23 01:38:55.984961,purchase,prod_5005,147.11935813122557,purchase
2,2,2024-01-25 23:29:19.998646,page_view,prod_2741,31.28955914287948,purchase
2,2,2024-04-16 05:04:41.305679,purchase,prod_7092,378.45970445077705,purchase
2,2,2024-04-10 21:19:06.834986,page_view,prod_6899,464.73008057293765,purchase
2,3,2024-01-03 01:39:14.214806,click,prod_7659,304.71686494192824,purchase
2,3,2024-03-26 17:29:34.941192,logout,prod_3774,411.8057366881594,purchase
2,3,2024-03-06 10:57:15.847774,login,prod_5498,448.7944745341595,purchase
2,3,2024-04-08 15:31:28.658968,add_to_cart,prod_3311,66.47952788516346,purchase
2,3,2024-07-09 09:21:34.525300,add_to_cart,prod_8038,339.70626884894,purchase
2,3,2024-01-20 07:23:41.874270,purchase,prod_4885,149.26527431579282,purchase
2,4,2024-01-01 14:07:40.491141,add_to_cart,prod_2488,402.2775515922178,purchase
2,4,2024-07-16 05:29:59.614176,add_to_cart,prod_9691,52.20736278669316,purchase
2,4,2024-07-10 23:21:53.591976,add_to_cart,prod_6597,36.3305848380648,purchase
2,4,2024-05-23 12:18:17.851964,add_to_cart,prod_2022,64.82588910132404,purchase
2,4,2024-06-11 01:15:35.850312,page_view,prod_1390,78.1503860167381,purchase
2,5,2024-05-26 22:07:42.274155,add_to_cart,prod_8561,207.14568340181825,purchase
2,5,2024-01-07 19:39:45.981693,login,prod_2164,421.8809152757002,purchase
2,5,2024-07-11 16:49:57.818345,purchase,prod_6238,71.32519670073339,purchase
2,5,2024-06-29 12:21:11.888986,page_view,prod_9427,76.86664763864752,purchase
2,5,2024-03-27 13:08:44.012977,logout,prod_7274,139.31735837467218,purchase
2,5,2024-04-13 10:12:43.958189,add_to_cart,prod_1120,355.9389306332621,purchase
2,5,2024-03-23 09:02:58.789878,login,prod_6752,20.904905350769965,purchase
2,6,2024-04-12 21:11:09.711276,add_to_cart,prod_4580,288.61379985265734,purchase
2,6,2024-07-18 18:03:40.390964,product_view,prod_7843,347.30383278317254,purchase
2,6,2024-03-14 00:47:08.622770,add_to_cart,prod_1526,92.0780635368034,purchase
2,6,2024-02-13 17:14:35.335386,click,prod_2837,143.53330830829728,purchase
2,6,2024-07-14 02:55:56.708843,login,prod_6197,240.08402859151863,purchase
2,6,2024-07-07 04:11:16.992828,purchase,prod_6825,5.131842924233826,purchase
2,6,2024-02-29 03:58:00.339347,purchase,prod_2058,23.75274524861841,purchase
2,6,2024-06-19 18:14:15.645779,add_to_cart,prod_1701,126.2209808823184,purchase
2,7,2024-05-08 00:58:53.917678,purchase,prod_4825,35.744114083706066,purchase
2,7,2024-06-11 03:46:25.004186,purchase,prod_1650,400.1319581133629,purchase
2,7,2024-03-17 00:19:28.088057,login,prod_1455,150.57772881000454,purchase
2,7,2024-07-03 03:04:26.187641,click,prod_2508,31.934911984130565,purchase
2,7,2024-07-22 08:54:54.594265,login,prod_2653,169.0712261302454,purchase
2,7,2024-04-20 10:56:29.739059,click,prod_5933,256.9782697451592,purchase
2,7,2024-05-30 05:09:49.756099,product_view,prod_5984,66.46029387098324,purchase
2,7,2024-05-10 15:03:18.347073,page_view,prod_2895,198.678359567714,purchase
2,7,2024-01-07 08:29:00.313651,purchase,prod_4875,145.8909757287866,purchase
2,8,2024-04-28 11:51:43.819505,add_to_cart,prod_6383,423.0937996702815,purchase
2,8,2024-04-22 16:29:23.433213,click,prod_4376,221.35521828628868,purchase
2,8,2024-06-10 23:03:44.031960,add_to_cart,prod_3563,156.28590705070008,purchase
2,8,2024-05-25 10:32:18.634117,page_view,prod_6027,74.98673477716447,purchase
2,8,2024-07-14 05:49:04.184111,logout,prod_5613,241.87201728453053,purchase
2,8,2024-05-27 18:58:12.714774,logout,prod_3999,43.014226469413984,purchase
2,8,2024-03-31 16:25:09.887269,logout,prod_5193,309.2821214861972,purchase
2,8,2024-06-21 10:02:32.542190,purchase,prod_3324,44.152979276143135,purchase
2,9,2024-06-26 13:08:27.178633,add_to_cart,prod_8733,476.8310671438006,purchase
2,9,2024-02-25 11:28:02.101002,add_to_cart,prod_6324,238.4412178461723,purchase
2,9,2024-05-08 08:13:20.156366,page_view,prod_3788,474.0867426201538,purchase
2,9,2024-06-11 05:33:56.034399,click,prod_1325,66.73966110262145,purchase
2,9,2024-01-11 16:46:37.035492,click,prod_1749,498.90050960168696,purchase
2,9,2024-07-18 22:27:52.268979,page_view,prod_7953,337.4620060178508,purchase
2,10,2024-06-26 10:50:55.574867,product_view,prod_8978,213.63464193297975,purchase
2,10,2024-02-11 23:32:21.008069,click,prod_1059,276.823635523981,purchase
2,10,2024-07-12 11:55:55.120663,click,prod_9020,302.17837660221755,purchase
2,10,2024-05-23 13:28:22.774306,login,prod_7247,277.8294884692788,purchase
2,10,2024-05-12 07:56:09.738166,purchase,prod_2399,412.4513840433616,purchase
2,10,2024-06-08 23:07:18.777173,add_to_cart,prod_4126,367.2256620445459,purchase
2,10,2024-02-01 13:04:02.540578,product_view,prod_7122,342.6654835075458,purchase
2,10,2024-05-16 17:05:41.993969,add_to_cart,prod_7121,450.1464545423716,purchase
2,10,2024-03-31 19:01:37.632212,purchase,prod_1811,113.29419494588193,purchase
3,1,2024-02-24 16:32:31.726926,login,prod_9646,411.4868132735171,purchase
3,1,2024-05-06 17:48:48.834975,add_to_cart,prod_5033,10.028103640540396,purchase
3,1,2024-06-01 06:04:55.937597,purchase,prod_4495,133.77756059958404,purchase
3,1,2024-02-21 04:48:29.960743,logout,prod_2371,170.0933208937448,purchase
3,1,2024-01-30 18:28:14.469549,logout,prod_7066,67.61998347043512,purchase
3,1,2024-01-08 18:58:15.373794,click,prod_8597,196.2055590193003,purchase
3,2,2024-01-18 19:42:30.278486,login,prod_7877,133.5464318481452,purchase
3,2,2024-05-27 05:05:24.579474,page_view,prod_3983,381.5489131503886,purchase
3,2,2024-03-09 23:27:02.333537,logout,prod_8487,352.4217522114981,purchase
3,2,2024-01-28 23:19:16.739808,add_to_cart,prod_8172,326.3810984483955,purchase
3,2,2024-02-20 03:56:23.128023,logout,prod_6763,185.3465032364874,purchase
3,2,2024-06-29 12:50:47.787900,click,prod_5815,171.14548097729536,purchase
3,3,2024-06-07 14:01:10.569403,logout,prod_1901,394.9379437206022,purchase
3,3,2024-06-12 21:46:00.976237,page_view,prod_6485,355.3548165181408,purchase
3,3,2024-02-08 22:22:33.690649,product_view,prod_9807,460.4325265665408,purchase
3,3,2024-03-14 13:24:58.763039,page_view,prod_4671,198.03810737641828,purchase
3,3,2024-05-23 23:03:31.991436,click,prod_5585,345.0574520504433,purchase
3,4,2024-07-07 21:23:11.190419,purchase,prod_3962,80.83678056607329,purchase
3,4,2024-02-24 22:49:48.532948,logout,prod_5563,487.7561205369087,purchase
3,4,2024-07-02 18:07:05.554404,purchase,prod_8581,413.48349834785495,purchase
3,4,2024-03-10 23:58:41.964091,login,prod_8931,75.82722480763252,purchase
3,4,2024-04-16 23:27:43.588344,purchase,prod_1374,266.8622505368187,purchase
3,5,2024-06-15 21:43:08.126535,click,prod_5661,270.8476929894117,purchase
3,5,2024-04-06 04:10:54.140220,purchase,prod_1327,496.6993974984879,purchase
3,5,2024-01-24 16:28:59.991986,logout,prod_7389,130.73076636709646,purchase
3,5,2024-03-06 18:30:19.234053,logout,prod_2888,134.5823587585893,purchase
3,5,2024-04-18 00:51:26.567325,login,prod_5281,285.184027790851,purchase
3,5,2024-05-18 15:29:29.934620,product_view,prod_3921,215.2859787581577,purchase
3,5,2024-01-10 06:10:16.197746,login,prod_9588,115.42827910473288,purchase
3,5,2024-01-28 04:05:50.814865,product_view,prod_6606,64.76184563151372,purchase
3,5,2024-04-01 01:12:42.838744,click,prod_7771,215.8605976786884,purchase
3,6,2024-04-27 20:06:19.927665,add_to_cart,prod_1787,142.82855801735886,purchase
3,6,2024-04-23 08:56:50.055091,click,prod_9276,66.96128741770062,purchase
3,6,2024-05-26 22:19:17.918067,logout,prod_6876,322.6703464971144,purchase
3,6,2024-03-27 13:26:14.239082,logout,prod_8445,254.332872051254,purchase
3,6,2024-05-26 20:44:16.469319,logout,prod_3143,378.8997482080553,purchase
3,6,2024-06-27 00:52:47.546251,page_view,prod_7733,316.63367219663087,purchase
3,6,2024-07-22 23:29:13.322189,add_to_cart,prod_3688,469.01082997098246,purchase
3,7,2024-07-23 17:38:50.228803,product_view,prod_3402,191.8240761266807,purchase
3,7,2024-06-11 19:40:27.684378,add_to_cart,prod_6700,136.75073707779777,purchase
3,7,2024-07-12 18:57:15.190477,product_view,prod_6699,416.59938039049774,purchase
3,7,2024-05-03 00:09:03.145047,add_to_cart,prod_5594,241.2495143987254,purchase
3,7,2024-01-23 18:04:26.951982,purchase,prod_8776,447.2251894527479,purchase
3,8,2024-06-20 08:35:51.747143,product_view,prod_4440,219.3857712678532,purchase
3,8,2024-03-16 12:10:31.789639,add_to_cart,prod_8352,216.02781894522056,purchase
3,8,2024-01-05 15:44:25.330449,logout,prod_9633,113.63952681528704,purchase
3,8,2024-04-07 17:14:32.213092,product_view,prod_1875,47.35909178381752,purchase
3,8,2024-07-05 19:59:16.864440,click,prod_3829,430.4262116374113,purchase
3,9,2024-03-12 23:45:47.150906,page_view,prod_7808,169.85942813296003,purchase
3,9,2024-07-13 05:08:47.623843,page_view,prod_3625,110.75697542784056,purchase
3,9,2024-05-06 13:47:17.595416,page_view,prod_2657,481.48525637057617,purchase
3,9,2024-04-26 21:34:38.902083,logout,prod_1493,316.75307118802,purchase
3,9,2024-07-17 01:22:46.884160,click,prod_6171,197.58745080131223,purchase
3,9,2024-06-17 08:57:30.388643,product_view,prod_6684,445.62055187448726,purchase
3,10,2024-04-07 10:35:40.889436,click,prod_8052,202.21588402754088,purchase
3,10,2024-02-10 03:48:56.471082,add_to_cart,prod_5674,434.6606279400288,purchase
3,10,2024-07-14 06:58:52.257615,click,prod_2686,123.04751120764465,purchase
3,10,2024-06-02 15:30:16.348204,add_to_cart,prod_9590,405.6346559102867,purchase
3,10,2024-05-25 07:28:14.602674,add_to_cart,prod_7182,258.53579178106287,purchase
3,10,2024-07-07 09:27:25.734521,page_view,prod_9962,376.1318485332798,purchase
3,10,2024-04-23 23:28:02.863147,product_view,prod_2430,179.41064676075715,purchase
3,10,2024-02-14 10:49:22.406027,page_view,prod_2731,330.5691607261766,purchase
3,10,2024-05-27 00:19:11.989873,add_to_cart,prod_8551,457.9823140738044,purchase
3,10,2024-05-29 06:03:34.877257,product_view,prod_1159,166.9944202118375,purchase
4,1,2024-03-19 13:02:34.412996,purchase,prod_7466,52.64429225616964,purchase
4,1,2024-02-07 07:12:44.640038,logout,prod_1707,411.9631042932376,purchase
4,1,2024-05-03 11:50:41.495892,click,prod_6096,355.9249222941264,purchase
4,1,2024-01-31 02:37:02.571416,click,prod_8918,253.81884257399705,purchase
4,1,2024-01-18 10:59:48.095241,click,prod_7200,317.22433981878294,purchase
4,1,2024-02-19 18:43:54.601566,page_view,prod_8670,430.18610719524014,purchase
4,1,2024-05-25 07:27:38.769167,add_to_cart,prod_9326,412.97671591386944,purchase
4,1,2024-04-29 10:46:00.569568,purchase,prod_4737,104.5490101791644,purchase
4,1,2024-04-27 13:43:13.587349,page_view,prod_5147,243.8172331517688,purchase
4,2,2024-04-07 01:37:13.787738,add_to_cart,prod_9259,441.9212259885286,purchase
4,2,2024-03-05 12:17:53.811493,logout,prod_9306,56.470368860670085,purchase
4,2,2024-04-28 17:19:05.958317,page_view,prod_2073,375.08829743050455,purchase
4,2,2024-05-30 20:45:22.946727,page_view,prod_9882,431.6509852809971,purchase
4,2,2024-03-06 06:05:02.541455,login,prod_1945,494.0452375394861,purchase
4,3,2024-05-12 00:36:04.498677,add_to_cart,prod_1280,235.76334615390704,purchase
4,3,2024-06-23 09:50:18.852464,login,prod_5938,434.8965753345157,purchase
4,3,2024-05-02 20:21:42.808627,add_to_cart,prod_5480,261.50919313343155,purchase
4,3,2024-02-16 03:16:35.355712,add_to_cart,prod_4476,210.86867153002385,purchase
4,3,2024-03-26 22:38:49.413367,product_view,prod_3413,58.37951481979483,purchase
4,3,2024-02-09 14:02:05.227918,page_view,prod_3402,412.2373560904257,purchase
4,3,2024-07-11 02:18:06.352619,product_view,prod_4566,231.3680776130435,purchase
4,3,2024-04-01 16:53:57.739832,page_view,prod_7185,99.69094323244606,purchase
4,3,2024-05-11 12:17:13.106362,click,prod_1299,403.4727943720048,purchase
4,4,2024-04-09 19:50:36.765391,page_view,prod_2475,403.9117379268671,purchase
4,4,2024-03-20 21:29:31.356171,logout,prod_2555,125.1394849563433,purchase
4,4,2024-03-31 23:43:23.244487,page_view,prod_9338,240.84510454402496,purchase
4,4,2024-02-09 22:08:51.925470,login,prod_9722,187.75198859388448,purchase
4,4,2024-07-03 06:34:38.121511,logout,prod_2682,77.41724243358773,purchase
4,4,2024-04-15 15:39:02.999779,add_to_cart,prod_6008,329.9818653767024,purchase
4,4,2024-03-08 10:39:57.602170,product_view,prod_7505,318.84831573088667,purchase
4,4,2024-07-21 05:09:06.679250,purchase,prod_1822,332.626792885545,purchase
4,4,2024-02-01 12:33:59.812604,login,prod_5542,41.11786894813651,purchase
4,5,2024-04-16 17:01:59.235324,page_view,prod_8938,495.9196062599816,purchase
4,5,2024-01-28 09:19:43.994239,product_view,prod_4293,201.4697799300047,purchase
4,5,2024-05-26 03:37:27.335336,page_view,prod_6026,400.2287664909038,purchase
4,5,2024-06-05 15:30:36.863346,purchase,prod_8590,395.2587741425728,purchase
4,5,2024-04-19 18:00:29.190164,logout,prod_8979,48.465064288165365,purchase
4,5,2024-07-15 05:57:55.291991,login,prod_3922,161.11597333496675,purchase
4,5,2024-03-17 06:07:35.029615,page_view,prod_4907,87.54487623949008,purchase
4,5,2024-06-27 09:06:54.464858,add_to_cart,prod_7484,409.600081540328,purchase
4,5,2024-04-01 12:09:08.946633,add_to_cart,prod_4770,14.510316195283202,purchase
4,5,2024-03-08 04:45:14.274422,login,prod_2472,263.9524099120653,purchase
4,6,2024-03-22 12:20:48.841658,login,prod_7577,196.8513318405492,purchase
4,6,2024-06-06 18:11:42.683689,click,prod_1807,100.08153167696815,purchase
4,6,2024-06-22 00:22:45.377470,login,prod_1170,222.0055095606098,purchase
4,6,2024-04-17 07:26:42.039786,purchase,prod_8627,61.87019246310247,purchase
4,6,2024-03-12 18:48:29.455206,login,prod_8505,177.18122882003223,purchase
4,6,2024-01-14 12:39:33.006025,logout,prod_8996,448.7196655775342,purchase
4,6,2024-07-02 00:18:27.152276,logout,prod_9086,187.343573700803,purchase
4,6,2024-07-19 15:59:33.202872,click,prod_9899,331.32945740551884,purchase
4,6,2024-07-18 03:30:26.679533,add_to_cart,prod_4934,434.7001580333824,purchase
4,6,2024-05-14 20:54:10.022747,logout,prod_3593,259.9915422028373,purchase
4,7,2024-07-23 19:57:57.196352,logout,prod_2015,268.65638322167246,purchase
4,7,2024-07-11 21:52:18.200000,add_to_cart,prod_2379,146.60685593323515,purchase
4,7,2024-07-09 10:09:55.411078,purchase,prod_1900,337.9317519833796,purchase
4,7,2024-05-14 17:49:32.886674,add_to_cart,prod_1613,100.39199663079296,purchase
4,7,2024-03-02 13:51:29.480492,product_view,prod_3108,351.3919651519721,purchase
4,8,2024-03-14 07:03:37.941210,page_view,prod_4140,365.1239289129632,purchase
4,8,2024-01-01 02:11:06.298369,page_view,prod_9911,86.31579837133754,purchase
4,8,2024-02-28 04:43:17.357597,login,prod_3717,474.8990142986966,purchase
4,8,2024-03-25 00:32:53.368225,product_view,prod_8174,66.62661034763266,purchase
4,8,2024-07-11 09:27:41.875933,login,prod_2533,25.039030284629288,purchase
4,8,2024-01-31 06:31:14.190797,click,prod_5867,117.5749884630256,purchase
4,8,2024-04-13 17:40:13.319522,click,prod_5634,347.34815402311534,purchase
4,8,2024-04-27 03:31:20.425497,click,prod_2240,380.7689141382209,purchase
4,9,2024-04-14 09:44:04.288524,page_view,prod_3536,15.572541701704248,purchase
4,9,2024-03-02 04:39:42.928883,purchase,prod_2868,185.1797828673836,purchase
4,9,2024-04-16 01:08:24.109267,add_to_cart,prod_1276,226.822615342919,purchase
4,9,2024-06-22 13:36:54.407218,product_view,prod_6273,255.04794862468677,purchase
4,9,2024-04-12 20:39:11.712533,add_to_cart,prod_6468,316.18820969729546,purchase
4,9,2024-07-20 01:54:37.493247,logout,prod_7259,449.2765651051168,purchase
4,9,2024-07-22 14:19:34.742961,logout,prod_2947,305.41588952510733,purchase
4,9,2024-01-30 23:06:58.728801,product_view,prod_2109,127.5927322169948,purchase
4,10,2024-05-31 04:56:46.694728,logout,prod_5609,277.7488690798862,purchase
4,10,2024-05-06 19:28:27.953807,page_view,prod_7369,39.58431669418119,purchase
4,10,2024-04-25 00:04:12.377767,login,prod_1259,219.9444813406313,purchase
4,10,2024-01-18 16:10:27.101290,add_to_cart,prod_7192,484.3078707305562,purchase
4,10,2024-05-24 16:12:12.085334,page_view,prod_1331,74.12911178855134,purchase
4,10,2024-05-15 12:16:50.698353,page_view,prod_5644,188.19937312547,purchase
4,10,2024-02-21 23:29:43.475957,login,prod_6801,455.3519393268834,purchase
4,10,2024-03-28 10:18:56.328554,product_view,prod_6075,187.7019343129529,purchase
4,10,2024-02-04 10:29:30.492336,purchase,prod_5714,465.99866088640994,purchase
4,10,2024-02-11 06:05:34.362114,purchase,prod_4923,55.23499918281134,purchase
5,1,2024-03-13 08:22:36.182045,login,prod_7559,465.3585955526316,purchase
5,1,2024-06-24 23:35:21.616605,add_to_cart,prod_8733,268.1582585046172,purchase
5,1,2024-02-08 02:06:14.620759,page_view,prod_9779,462.0244299751038,purchase
5,1,2024-02-20 01:10:56.181545,page_view,prod_9092,56.0882205789545,purchase
5,1,2024-05-14 23:16:48.772238,page_view,prod_8016,422.8069443868824,purchase
5,1,2024-05-17 02:30:44.029868,login,prod_2851,368.7255617307544,purchase
5,1,2024-06-15 12:34:23.171164,page_view,prod_7031,251.1716915878812,purchase
5,1,2024-02-24 12:18:58.882190,add_to_cart,prod_2052,307.6773804793188,purchase
5,2,2024-03-06 03:46:00.153959,add_to_cart,prod_9105,90.43153385695555,purchase
5,2,2024-01-16 12:20:53.623374,product_view,prod_7199,423.0512597157895,purchase
5,2,2024-04-09 02:43:17.057879,product_view,prod_3683,286.46309299162544,purchase
5,2,2024-03-07 20:51:26.505846,product_view,prod_7025,372.6749726994102,purchase
5,2,2024-05-07 17:18:05.847816,product_view,prod_5217,49.87475984091834,purchase
5,2,2024-03-23 00:30:37.073856,add_to_cart,prod_1668,212.71793555846605,purchase
5,2,2024-04-16 01:44:59.065145,click,prod_4974,198.26600751438997,purchase
5,3,2024-02-29 19:14:53.109885,logout,prod_4783,405.948512377929,purchase
5,3,2024-06-04 15:40:22.362283,product_view,prod_8905,363.9546274480409,purchase
5,3,2024-07-03 20:41:45.187982,login,prod_5616,131.10473016911976,purchase
5,3,2024-05-15 12:51:43.813552,click,prod_2321,452.9420777294408,purchase
5,3,2024-07-11 18:08:59.154366,page_view,prod_6903,28.750362376386715,purchase
5,3,2024-06-10 23:52:16.622313,click,prod_3943,322.225615429108,purchase
5,3,2024-06-21 02:22:52.559876,logout,prod_9897,80.26398090499858,purchase
5,3,2024-03-10 23:37:02.390641,page_view,prod_3995,188.07745924108,purchase
5,3,2024-05-11 23:54:18.052396,add_to_cart,prod_2786,409.2668855666911,purchase
5,4,2024-01-07 00:39:25.404514,logout,prod_8360,28.06910921739158,purchase
5,4,2024-06-13 22:40:33.331816,page_view,prod_7377,120.11233045469302,purchase
5,4,2024-01-15 09:52:49.801700,purchase,prod_3897,411.713624880982,purchase
5,4,2024-06-15 10:17:20.445495,login,prod_7177,405.8493770141254,purchase
5,4,2024-07-23 08:17:03.785649,add_to_cart,prod_3714,433.0577480749728,purchase
